name,online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city_location
Bangalore Agarwal Bhavan,1,0,3.9,134,QuickBites,StreetFood NorthIndian SouthIndian,400.0,Delivery,jayanagar banashankari
Rustic Stove,1,0,3.8,577,CasualDining,NorthIndian SouthIndian Biryani Beverages,900.0,Delivery,jayanagar banashankari
Udupi Ruchi Grand,1,0,4.2,60,QuickBites,SouthIndian NorthIndian Chinese StreetFood,200.0,Delivery,banashankari
De Thaali,1,0,3.9,144,CasualDining,NorthIndian Chinese Rolls,550.0,Delivery,jayanagar banashankari
Spice Elephant,1,0,4.1,787,CasualDining,Chinese NorthIndian Thai,800.0,Delivery,banashankari
Just Thindi,1,0,3.6,16,QuickBites,SouthIndian,200.0,Delivery,basavanagudi banashankari
Matru Sagar,1,0,3.6,84,QuickBites,SouthIndian NorthIndian Chinese,250.0,Delivery,banashankari
Vasanth Vihar - Since 1965,1,0,3.6,95,QuickBites,SouthIndian StreetFood,150.0,Delivery,banashankari
Sea Spice by 7 Star,1,1,4.0,349,CasualDining,Seafood Biryani Beverages SouthIndian NorthIndian Kebab,1200.0,Delivery,banashankari
Desi Dawat,1,0,3.7,248,QuickBites,NorthIndian FastFood,400.0,Delivery,kumaraswamylayout banashankari
Cafe Aira,1,0,4.1,216,Cafe,Cafe Continental Beverages Desserts,500.0,Delivery,basavanagudi banashankari
Penthouse Cafe,1,0,4.0,324,Cafe,Cafe Italian Continental,700.0,Delivery,banashankari
Mast Punjabi,1,0,2.6,231,QuickBites,NorthIndian Chinese Rolls Biryani Kebab,400.0,Delivery,kumaraswamylayout banashankari
South Grand,1,0,3.4,102,CasualDining,SouthIndian NorthIndian Chinese Beverages,400.0,Delivery,uttarahalli banashankari
Catch-up-ino,1,0,3.9,133,Cafe,Cafe FastFood Continental Chinese Momos,800.0,Delivery,banashankari
The Pizzeria,1,0,2.8,45,CasualDining,Pizza Italian Salad,800.0,Delivery,banashankari
Cafe Zone,1,0,3.9,149,QuickBites,FastFood Chinese Rolls,300.0,Delivery,kumaraswamylayout banashankari
Ruchis Point,1,0,3.8,75,QuickBites,FastFood Chinese,200.0,Delivery,banashankari
Firangi Bake,1,0,4.0,53,Delivery,Mexican Italian,600.0,Delivery,rajarajeshwarinagar banashankari
The Royal Corner - Pai Viceroy,1,1,4.2,815,CasualDining,NorthIndian Chinese,900.0,Delivery,jayanagar banashankari
Hara Fine Dine,1,1,4.0,633,CasualDining,NorthIndian Chinese,800.0,Delivery,banashankari
Chocoberry,1,0,3.5,56,DessertParlor,IceCream Desserts Beverages,400.0,Delivery,jayanagar banashankari
Dakshin Grand,1,0,3.0,82,QuickBites,SouthIndian NorthIndian Chinese StreetFood,300.0,Delivery,banashankari
Sandwichwallas,1,0,3.7,35,QuickBites,FastFood,200.0,Delivery,jayanagar banashankari
Chai Mane,1,0,3.6,20,QuickBites,Juices FastFood,150.0,Delivery,basavanagudi banashankari
SLV Upachar,1,0,3.1,14,QuickBites,SouthIndian Chinese StreetFood,250.0,Delivery,kumaraswamylayout banashankari
Waffle-A-Go Go,1,0,3.9,70,DessertParlor,FastFood Desserts IceCream,400.0,Delivery,banashankari
Cross Road Cafe,1,0,3.9,91,Cafe,Cafe FastFood Chinese,300.0,Delivery,jayanagar banashankari
Anand Donne Biriyani,1,0,3.6,45,QuickBites,Biryani,200.0,Delivery,jayanagar banashankari
Seven Star,1,0,3.4,7,QuickBites,NorthIndian Chinese,250.0,Delivery,banashankari
Stop 'N' Joy,1,0,3.8,28,QuickBites,FastFood,150.0,Delivery,banashankari
Sri Yaksha Shiv Sagar,1,0,3.6,24,CasualDining,NorthIndian Chinese,600.0,Delivery,banashankari
Fudge,1,0,3.8,36,DessertParlor,Desserts Momos,200.0,Delivery,basavanagudi banashankari
Just Bunny,1,0,3.5,11,QuickBites,FastFood,200.0,Delivery,jayanagar banashankari
Bakers Town,1,0,3.8,77,Cafe,Cafe Continental FastFood,650.0,Delivery,kumaraswamylayout banashankari
Shree Mahalakshmi Sweets,1,0,3.2,8,SweetShop,Mithai StreetFood,100.0,Delivery,banashankari
Kaapi Kendra,1,0,3.7,14,QuickBites,SouthIndian,100.0,Delivery,jayanagar banashankari
Ivy,1,0,3.8,210,CasualDining,NorthIndian Chinese FastFood,600.0,Delivery,kumaraswamylayout banashankari
The Airos,1,0,4.1,130,Cafe,Cafe Italian Pizza,650.0,Delivery,jayanagar banashankari
Chai Kraft,1,0,4.1,30,BeverageShop,Beverages Tea,100.0,Delivery,jayanagar banashankari
Kirthi's Biryani,1,0,3.8,144,Cafe,Chinese Cafe Italian,700.0,Delivery,banashankari
South Point Pub,1,0,3.4,11,Bar,NorthIndian Seafood Chinese,800.0,Delivery,basavanagudi banashankari
The Trundle,1,0,3.7,133,CasualDining,Chinese Thai Continental NorthIndian,700.0,Delivery,jayanagar banashankari
The Krishna Grand Xpress,1,0,4.0,136,QuickBites,SouthIndian FastFood,350.0,Delivery,jayanagar banashankari
Sri Krishna Darshini,1,0,3.1,4,QuickBites,SouthIndian NorthIndian Chinese,200.0,Delivery,basavanagudi banashankari
Shringar Sweets & Snacks,1,0,3.5,11,SweetShop QuickBites,Mithai SouthIndian StreetFood FastFood,200.0,Delivery,basavanagudi banashankari
Udupi Grand,1,0,3.8,74,QuickBites,SouthIndian NorthIndian Chinese,300.0,Delivery,basavanagudi banashankari
Ganesh Grand,1,0,3.7,30,QuickBites,SouthIndian NorthIndian Desserts,300.0,Delivery,basavanagudi banashankari
Shreyas Upahar & Burger Point,1,0,3.0,7,QuickBites,SouthIndian Burger,200.0,Delivery,basavanagudi banashankari
Coffee Tindi,1,0,3.8,75,Cafe QuickBites,Cafe SouthIndian,200.0,Delivery,banashankari
Little Cafe,1,0,3.7,54,Cafe,Cafe Beverages,600.0,Delivery,basavanagudi banashankari
Mumbai Badam Milk & Lassi Center,1,0,3.6,23,Kiosk,Beverages Desserts,100.0,Delivery,basavanagudi banashankari
Sri Krishna Sagar,1,0,3.2,119,CasualDining,NorthIndian Chinese,400.0,Delivery,banashankari
Mylari Biryani Family Restaurant,1,0,3.7,73,QuickBites,Biryani FastFood,400.0,Delivery,banashankari
1980s Games Cafe,1,0,3.4,58,Cafe,Cafe FastFood,400.0,Delivery,basavanagudi banashankari
Kadala Tarangaa,1,0,3.6,129,CasualDining,Mangalorean Seafood NorthIndian,600.0,Delivery,banashankari
Namma Biryani,1,0,3.6,24,QuickBites,Biryani Chinese NorthIndian,250.0,Delivery,banashankari
Nandhanu's Rasoi,1,0,3.0,175,QuickBites,Chinese NorthIndian,400.0,Delivery,kumaraswamylayout banashankari
Hotel Pork Paradise,1,0,3.7,21,QuickBites,SouthIndian,300.0,Delivery,mysoreroad banashankari
As On Fire,1,0,3.5,41,FoodTruck,Pizza FastFood BBQ,400.0,Delivery,southbangalore banashankari
J K Fish Land,1,0,3.6,35,QuickBites,Seafood Mangalorean,300.0,Delivery,jayanagar banashankari
Curry Leaves,1,0,4.1,176,CasualDining,Andhra NorthIndian Chinese,800.0,Delivery,basavanagudi banashankari
Lassi Shop,1,0,3.5,45,BeverageShop,Beverages IceCream FastFood,300.0,Delivery,banashankari
Magic Meals,1,0,3.7,47,QuickBites DessertParlor,FastFood Desserts Beverages,400.0,Delivery,jayanagar banashankari
Desi Cream Junction,1,1,3.7,36,CasualDining,Chinese NorthIndian Pizza Italian,650.0,Delivery,jayanagar banashankari
Drunken Monkey,1,0,3.8,52,BeverageShop QuickBites,Beverages FastFood,400.0,Delivery,kumaraswamylayout banashankari
Ruchi's Corner,1,0,2.7,123,QuickBites,FastFood,200.0,Delivery,banashankari
Tandoori Bytes,1,0,3.6,59,CasualDining,NorthIndian,700.0,Delivery,kumaraswamylayout banashankari
Bangalore Donne Biriyani,1,0,3.2,4,QuickBites,SouthIndian Biryani,300.0,Delivery,kumaraswamylayout banashankari
SGS Non Veg - Gundu Pulav,1,0,3.8,101,QuickBites,Biryani FastFood,400.0,Delivery,banashankari
Keventers,1,0,3.7,54,BeverageShop DessertParlor,Desserts Beverages IceCream,400.0,Delivery,banashankari
Navi Food Point,1,0,3.6,22,QuickBites,FastFood,200.0,Delivery,basavanagudi banashankari
Shawarma Inc,1,0,3.1,31,Takeaway,Rolls Lebanese,250.0,Delivery,banashankari
The Cafe Nuts and Bolts,1,0,3.0,29,Cafe,Cafe FastFood Chinese,500.0,Delivery,kumaraswamylayout banashankari
AM WOW,1,0,3.4,6,BeverageShop,Beverages,100.0,Delivery,jayanagar banashankari
Lalbagh Grand,1,0,3.0,22,QuickBites,SouthIndian NorthIndian Chinese,250.0,Delivery,basavanagudi banashankari
Funjabi Curries,1,0,2.9,11,QuickBites,NorthIndian,500.0,Delivery,banashankari
Eat Repeat,1,0,3.9,101,QuickBites,SouthIndian,150.0,Delivery,basavanagudi banashankari
Salut,1,1,4.1,442,Pub CasualDining,Continental FingerFood Seafood Pizza,1200.0,Delivery,jayanagar banashankari
Nammura Donne Biriyani,1,0,3.5,155,QuickBites,Biryani FastFood,400.0,Delivery,basavanagudi banashankari
Lassi Stop,1,0,3.4,12,BeverageShop QuickBites,Beverages FastFood Juices,150.0,Delivery,banashankari
Dakshin Kitchen,1,0,3.6,15,QuickBites,SouthIndian,100.0,Delivery,basavanagudi banashankari
Sri Sai Cafe,1,0,3.5,10,QuickBites,SouthIndian,200.0,Delivery,basavanagudi banashankari
Sri Sai 99 Variety Dosa,1,0,3.8,25,QuickBites,SouthIndian,300.0,Delivery,banashankari
Utsav Restaurant,1,0,3.8,61,QuickBites,NorthIndian Chinese,300.0,Delivery,banashankari
Crunch and Munch,1,0,3.7,23,QuickBites,Chinese StreetFood IceCream,300.0,Delivery,uttarahalli banashankari
Food Geek,1,0,3.8,25,QuickBites,Sandwich FastFood Rolls,350.0,Delivery,basavanagudi banashankari
Sri Krishna Aramane,1,0,3.7,40,QuickBites,SouthIndian NorthIndian Chinese FastFood,200.0,Delivery,kumaraswamylayout banashankari
Great Indian Rolls,1,0,3.3,4,QuickBites,Rolls,100.0,Delivery,basavanagudi banashankari
Chats Point,1,0,3.4,8,QuickBites,FastFood StreetFood,150.0,Delivery,basavanagudi banashankari
Food Point,1,0,3.5,32,QuickBites,NorthIndian Chinese,300.0,Delivery,kumaraswamylayout banashankari
Swarga Ruchi,1,0,3.3,10,QuickBites,SouthIndian,200.0,Delivery,basavanagudi banashankari
Kolkata King,1,0,3.4,6,QuickBites,FastFood Rolls,300.0,Delivery,basavanagudi banashankari
Sandwich Mama's And Frozen Monster,1,0,3.8,53,QuickBites,IceCream Beverages FastFood,250.0,Delivery,jayanagar banashankari
New Rajadhani Spicy,1,0,3.7,67,CasualDining,NorthIndian,700.0,Delivery,kumaraswamylayout banashankari
Big Mishra Pedha,1,0,2.9,23,SweetShop,Mithai,250.0,Delivery,jayanagar banashankari
VEGeatz,1,0,3.4,19,QuickBites,SouthIndian NorthIndian,200.0,Delivery,banashankari
Foodizo,1,0,3.6,24,QuickBites,Desserts FastFood Continental,300.0,Delivery,banashankari
Food Springs,1,0,4.0,232,QuickBites,SouthIndian Chinese,400.0,Delivery,jayanagar banashankari
Chung's Chinese Corner,1,0,3.9,221,CasualDining,Chinese,700.0,Delivery,jayanagar banashankari
Eurasia Pasta and Barbeque by Little Italy,1,1,4.1,1063,CasualDining Bar,Italian FastFood Salad BBQ,1200.0,Delivery,jayanagar banashankari
Goli Vada Pav No. 1,1,0,3.7,93,QuickBites,StreetFood,200.0,Delivery,basavanagudi banashankari
Ragoo's,1,0,3.9,233,CasualDining,Italian Pizza NorthIndian Salad,800.0,Delivery,jayanagar banashankari
Pure & Natural,1,0,3.9,211,CasualDining,FastFood Continental Beverages Salad HealthyFood,500.0,Delivery,jayanagar banashankari
Maiyas,1,0,4.0,1778,QuickBites,NorthIndian SouthIndian FastFood Juices,200.0,Delivery,jayanagar banashankari
Sip n Dine,1,0,3.6,218,CasualDining,NorthIndian Chinese SouthIndian,800.0,Delivery,vijaynagar banashankari
Cafe Mondo,1,0,3.7,514,Cafe,Cafe Italian Beverages,600.0,Delivery,basavanagudi banashankari
Jalpaan,1,1,4.0,866,CasualDining,NorthIndian Continental,900.0,Delivery,jayanagar banashankari
Kataria's Pakwan,1,0,3.2,96,QuickBites,NorthIndian,400.0,Delivery,kumaraswamylayout banashankari
Juicy Momos,1,0,3.5,80,QuickBites,Tibetan Momos,250.0,Delivery,banashankari
Amande Patisserie,1,0,4.0,73,Bakery,Bakery French Desserts,300.0,Delivery,basavanagudi banashankari
Anand Sweets and Savouries,1,0,3.9,84,SweetShop,Mithai StreetFood,400.0,Delivery,jayanagar banashankari
Chicken Hunt,1,0,3.5,88,QuickBites,SouthIndian NorthIndian Chinese Biryani,350.0,Delivery,banashankari
Swadesh Tadka,1,0,3.5,179,CasualDining,NorthIndian Chinese Beverages,600.0,Delivery,banashankari
Cane-O-La,1,0,3.8,61,QuickBites,Juices,100.0,Delivery,basavanagudi banashankari
New Biryani Mane,1,0,3.7,128,CasualDining,NorthIndian Chinese Biryani SouthIndian,450.0,Delivery,uttarahalli banashankari
Upahara Darshini,1,0,3.8,339,QuickBites,SouthIndian NorthIndian Chinese,400.0,Delivery,jayanagar banashankari
Karnataka Bhel House,1,0,4.1,449,QuickBites,StreetFood,100.0,Delivery,basavanagudi banashankari
Sreeraj Lassi Bar,1,0,4.1,210,DessertParlor BeverageShop,Beverages,150.0,Delivery,jayanagar banashankari
Juice Junction Food Court,1,0,3.7,57,QuickBites,Juices SouthIndian Chinese FastFood,200.0,Delivery,basavanagudi banashankari
Bunt's Biriyani Palace,1,0,3.0,213,QuickBites,NorthIndian SouthIndian Chinese Biryani Seafood,400.0,Delivery,banashankari
Chai Point,1,0,3.2,208,BeverageShop QuickBites,Tea Beverages FastFood,250.0,Delivery,jayanagar banashankari
Janahaar,1,0,3.8,70,QuickBites,SouthIndian,100.0,Delivery,banashankari
Redberrys,1,0,4.0,219,Cafe,Cafe Italian,600.0,Delivery,basavanagudi banashankari
Utsav,1,0,3.7,59,QuickBites,NorthIndian StreetFood,200.0,Delivery,banashankari
Meat And Eat,1,0,3.1,10,QuickBites,FastFood Burger,500.0,Delivery,banashankari
Snacks Bite,1,0,3.0,9,QuickBites,FastFood Momos,400.0,Delivery,kumaraswamylayout banashankari
The Spice Saga,1,0,3.7,124,CasualDining,Biryani NorthIndian Chinese Seafood,750.0,Delivery,kumaraswamylayout banashankari
Dakshin Cafe,1,0,3.7,19,QuickBites,SouthIndian,100.0,Delivery,kumaraswamylayout banashankari
Kaulige Millet Corner,1,0,3.3,4,QuickBites,HealthyFood SouthIndian,150.0,Delivery,basavanagudi banashankari
Ifruit Ice Cream,1,0,3.3,4,DessertParlor,Desserts IceCream,150.0,Delivery,kumaraswamylayout banashankari
Havmor,1,0,3.8,21,DessertParlor,IceCream Desserts,200.0,Delivery,basavanagudi banashankari
Grand Food,1,0,3.4,8,QuickBites Bakery,SouthIndian Bakery Chinese,250.0,Delivery,banashankari
Dining Hut,1,0,3.5,10,QuickBites,NorthIndian Chinese SouthIndian,400.0,Delivery,kumaraswamylayout banashankari
Desi Swaad,1,0,3.5,10,QuickBites,NorthIndian,400.0,Delivery,kumaraswamylayout banashankari
Yummy Momos,1,0,3.2,4,QuickBites,Momos Tibetan Chinese,200.0,Delivery,kumaraswamylayout banashankari
Masale Daan,1,0,3.1,4,Delivery,NorthIndian,350.0,Delivery,banashankari
Grow Fit,1,0,3.6,16,Takeaway Delivery,HealthyFood NorthIndian Thai,500.0,Delivery,jpnagar banashankari
Sandwich Hub,1,0,3.4,12,QuickBites,FastFood Sandwich,300.0,Delivery,jayanagar banashankari
Udupi Sri Krishna Cafe,1,0,3.9,14,CasualDining,NorthIndian SouthIndian,600.0,Delivery,jayanagar banashankari
Starlite Bakery & Fastfood,1,0,3.7,0,QuickBites,NorthIndian Chinese Rolls Bakery Arabian CharcoalChicken Desserts,300.0,Delivery,jayanagar banashankari
Veganbreak24x7,1,0,2.8,5,Takeaway Delivery,SouthIndian Chinese Continental Biryani,199.0,Delivery,citymarket banashankari
Aadhya Hotel,1,0,3.3,5,CasualDining Bar,SouthIndian NorthIndian Chinese Biryani,800.0,Delivery,basavanagudi banashankari
Dodda Mane Baaduta,1,0,3.5,15,QuickBites,NorthIndian SouthIndian Chinese Biryani,250.0,Delivery,banashankari
Swadd Kitchen,1,0,3.4,4,CasualDining,NorthIndian FastFood,500.0,Delivery,basavanagudi banashankari
Happy Chopsticks,1,0,3.6,17,QuickBites,Chinese FastFood,300.0,Delivery,basavanagudi banashankari
Udupi Upachar,1,0,3.3,6,QuickBites,SouthIndian NorthIndian,500.0,Delivery,banashankari
Davanagere Benne Dose Hut,1,0,3.4,10,QuickBites,SouthIndian,100.0,Delivery,banashankari
Jalsa,1,1,4.1,775,CasualDining,NorthIndian Mughlai Chinese,800.0,Delivery,banashankari
Subz,1,1,4.2,2022,CasualDining,NorthIndian SouthIndian,1000.0,Delivery,jayanagar banashankari
Cafe Shuffle,1,1,4.2,150,Cafe,Cafe Italian Continental,600.0,Delivery,banashankari
Mint and Mustard,1,0,4.0,232,CasualDining,NorthIndian Chinese,750.0,Delivery,basavanagudi banashankari
Chinese Square,1,0,3.9,38,QuickBites,Chinese,200.0,Delivery,basavanagudi banashankari
Punjabi Raswada,1,1,3.5,431,CasualDining,NorthIndian,800.0,Delivery,jayanagar banashankari
Vinny's,1,1,4.2,2115,CasualDining,Pizza Italian Continental Desserts,800.0,Delivery,banashankari
Chetty's Corner,1,0,3.4,30,QuickBites,FastFood Burger Pizza,200.0,Delivery,uttarahalli banashankari
Kapoor's Cafe,1,0,4.2,150,CasualDining,NorthIndian,800.0,Delivery,jayanagar banashankari
Donne Biryani & Kabab Corner,1,0,3.3,12,QuickBites,Chinese Biryani,200.0,Delivery,kumaraswamylayout banashankari
Sukh Sagar,1,0,3.8,155,CasualDining,SouthIndian NorthIndian Chinese StreetFood,450.0,Delivery,jayanagar banashankari
S M V Snacks Corner,1,0,3.7,33,QuickBites,FastFood,200.0,Delivery,basavanagudi banashankari
Andhra Ruchulu,1,1,4.1,666,CasualDining Bar,Andhra Biryani NorthIndian Chinese,1000.0,Delivery,jayanagar banashankari
Steaming Mugs,1,0,3.9,240,Cafe,Cafe,700.0,Delivery,basavanagudi banashankari
San Churro Cafe,1,0,3.8,918,Cafe CasualDining,Cafe Mexican Italian,800.0,Delivery,banashankari
Rajathadri Food Fort,1,0,4.0,465,CasualDining,SouthIndian NorthIndian Chinese StreetFood,600.0,Delivery,jayanagar banashankari
Brew Meister,1,1,4.1,970,Microbrewery CasualDining,NorthIndian Continental FingerFood American Asian,1500.0,Delivery,jayanagar banashankari
Rasoi,1,0,3.3,128,QuickBites,NorthIndian Chinese,300.0,Delivery,banashankari
Mr. Singh Da Dhaba,1,0,3.6,241,QuickBites,NorthIndian Chinese,300.0,Delivery,kumaraswamylayout banashankari
Kababs N Biryani,1,0,3.4,22,QuickBites,SouthIndian,200.0,Delivery,banashankari
Ayodhya Upachar,1,0,4.3,734,QuickBites,SouthIndian NorthIndian Chinese StreetFood,200.0,Delivery,banashankari
Biriyani Mane,1,0,3.8,130,QuickBites,NorthIndian Biryani,400.0,Delivery,jayanagar banashankari
Cafe Ajfan,1,0,4.2,261,Cafe,Cafe Continental Beverages,700.0,Delivery,jayanagar banashankari
Brundhavana Food Point,1,0,4.0,191,QuickBites,SouthIndian NorthIndian Chinese StreetFood Beverages,300.0,Delivery,kumaraswamylayout banashankari
SLV Corner Restaurant,1,0,4.1,364,CasualDining,SouthIndian Chinese NorthIndian StreetFood Rolls Juices,550.0,Delivery,basavanagudi banashankari
Hotel New Karavali,1,0,3.8,133,QuickBites,Mangalorean SouthIndian NorthIndian,300.0,Delivery,banashankari
The Krishna Grand,1,0,3.9,888,CasualDining,NorthIndian SouthIndian Chinese FastFood Juices,750.0,Delivery,banashankari
360 Atoms Restaurant And Cafe,1,0,3.1,13,Cafe,Cafe Chinese Continental Italian,400.0,Delivery,banashankari
Roti Ghar,1,0,3.9,750,CasualDining,NorthIndian Chinese SouthIndian,500.0,Delivery,basavanagudi banashankari
The Coffee Shack,1,1,4.2,164,Cafe,Cafe Chinese Continental Italian,500.0,Delivery,banashankari
Kettle & Kegs,1,0,3.2,6,Delivery,Tea Beverages,200.0,Delivery,banashankari
Baisakhi,1,0,3.8,527,CasualDining,NorthIndian,500.0,Delivery,basavanagudi banashankari
Corner House Ice Cream,0,0,4.3,345,DessertParlor,IceCream Desserts,400.0,Desserts,banashankari
Poonam Sweets,0,0,4.4,356,SweetShop,Mithai,150.0,Desserts,banashankari
XO Belgian Waffle,1,0,3.7,17,DessertParlor,Desserts Beverages,400.0,Desserts,banashankari
Old Mumbai Ice Cream,1,0,3.9,38,DessertParlor,IceCream,150.0,Desserts,banashankari
Cake of the Day,0,0,3.7,78,Bakery DessertParlor,Bakery,150.0,Desserts,banashankari
Amma's Pastries,0,0,3.8,60,DessertParlor,Bakery,400.0,Desserts,banashankari
Kanti Sweets,1,0,4.0,115,SweetShop,Mithai StreetFood,400.0,Desserts,banashankari
Sugar Rush,0,0,3.8,39,Bakery,Bakery Desserts,300.0,Desserts,banashankari
Polar Bear,1,0,3.9,116,DessertParlor,IceCream Desserts Beverages Sandwich,400.0,Desserts,banashankari
San Churro Cafe,1,0,3.8,918,Cafe CasualDining,Cafe Mexican Italian,800.0,Desserts,banashankari
Anand Sweets and Savouries,0,0,3.7,46,SweetShop QuickBites,Mithai StreetFood,400.0,Desserts,banashankari
Ibaco,1,0,3.9,41,DessertParlor,Desserts,300.0,Desserts,banashankari
Kirthi's Biryani,1,0,3.8,144,Cafe,Chinese Cafe Italian,700.0,Desserts,banashankari
The Lassi and Juice Park,0,0,3.8,28,BeverageShop DessertParlor,Juices Desserts,150.0,Desserts,banashankari
Stoned Monkey,1,0,4.3,860,DessertParlor,Desserts IceCream,500.0,Desserts,banashankari
Parimala Sweets,0,0,3.5,14,SweetShop,Mithai StreetFood,200.0,Desserts,banashankari
The Big O Bakes,0,0,4.0,66,Bakery,Bakery Desserts,300.0,Desserts,banashankari
Shree Mahalakshmi Sweets,1,0,3.2,8,SweetShop,Mithai StreetFood,100.0,Desserts,banashankari
Keventers,1,0,3.7,54,BeverageShop DessertParlor,Desserts Beverages IceCream,400.0,Desserts,banashankari
Dessert Rose,0,0,3.5,7,DessertParlor,Desserts,500.0,Desserts,banashankari
Thanco's Natural Ice Creams,0,0,3.2,9,DessertParlor,IceCream,300.0,Desserts,banashankari
Corner Stone,0,0,3.6,42,BeverageShop QuickBites,Beverages Juices Desserts Italian,300.0,Desserts,banashankari
Kaggis,0,0,3.8,64,QuickBites,FastFood Bakery,250.0,Desserts,banashankari
Cocoa Bakes,1,0,3.6,14,Bakery,Bakery Desserts,350.0,Desserts,banashankari
Floured-Baked With Love,0,0,3.8,45,Takeaway Delivery,Bakery,400.0,Desserts,banashankari
CAFE NOVA,0,0,3.2,11,Cafe,Cafe Bakery,600.0,Desserts,banashankari
Cakes & Slices,0,0,3.5,13,Bakery,Bakery Desserts,300.0,Desserts,banashankari
Arun Ice Cream,0,0,3.4,7,DessertParlor,IceCream Desserts,150.0,Desserts,banashankari
Just Bake,0,0,3.4,8,Bakery,Bakery Desserts,400.0,Desserts,banashankari
Kwality Wall's Swirl's Happiness Station,0,0,2.9,25,DessertParlor,IceCream Desserts,200.0,Desserts,banashankari
